complaint_id,customer_id,complaint_type,complaint_date,status,resolution_days,priority
2172,21722,Billing Dispute,2023-04-26 02:35:32,Open,,Low
2173,7237,Call Drop,2025-10-12 03:43:11,In Progress,,Critical
2174,13055,Refund Request,2026-01-20 05:09:02,Open,,High
2175,43789,Refund Request,2023-12-06 10:10:50,Closed,5,Low
2176,3079,Billing Dispute,2026-05-31 15:33:12,Resolved,13,High
2177,30325,Customer Service,2026-05-22 02:35:47,Resolved,2,Medium
2178,16893,Slow Internet,2026-07-15 10:25:24,Resolved,0,Medium
2179,46428,Recharge Failure,2025-08-28 10:48:24,Resolved,8,High
2180,9275,Recharge Failure,2024-11-21 15:19:05,Open,,Medium
2181,47445,Refund Request,2025-04-26 15:55:50,Escalated,,Medium
2182,7462,Billing Dispute,2023-08-22 00:24:36,Escalated,,High
2183,45267,Call Drop,2026-06-28 16:53:22,Open,,Medium
2184,41771,Porting Issue,2023-06-23 04:04:41,Resolved,9,Medium
2185,43687,Call Drop,2024-01-13 10:41:53,Escalated,,Low
2186,41599,Slow Internet,2025-04-14 04:20:26,Escalated,,Low
2187,38594,Wrong Plan Charged,2024-08-23 07:57:31,In Progress,,Critical
2188,31093,Billing Dispute,2024-09-03 08:52:28,In Progress,,High
2189,20895,Recharge Failure,2024-02-03 20:38:28,Closed,13,High
2190,22649,Billing Dispute,2025-06-18 12:31:32,Open,,High
2191,38169,Signal Not Available,2024-04-27 20:39:38,In Progress,,Low
2192,31228,Billing Dispute,2023-01-29 04:04:20,Resolved,5,Medium
2193,16037,Porting Issue,2023-10-02 04:42:54,Closed,2,Low
2194,38459,Signal Not Available,2026-01-30 19:38:01,In Progress,,Critical
2195,164,Customer Service,2025-03-04 01:43:07,Escalated,,High
2196,11698,Porting Issue,2023-12-29 14:50:56,Resolved,7,Critical
2197,40917,SIM Activation,2025-12-13 20:32:29,Closed,13,Critical
2198,29769,Customer Service,2024-10-13 20:57:41,Open,,Medium
2199,43622,Signal Not Available,2023-12-01 08:55:45,In Progress,,High
2200,18176,Refund Request,2023-08-13 07:52:10,Escalated,,High
2201,37159,Porting Issue,2024-04-08 21:20:29,Open,,Critical
2202,1417,Customer Service,2024-09-06 21:30:04,Closed,5,High
2203,32126,Refund Request,2023-10-15 06:51:58,Resolved,11,Low
2204,40187,Network Issue,2023-01-24 03:21:51,Open,,Medium
2205,3160,Data Not Working,2023-01-10 15:43:33,Open,,High
2206,8086,Data Not Working,2023-03-19 21:58:44,In Progress,,High
2207,37695,Customer Service,2023-03-05 22:05:54,Closed,6,Low
2208,10818,Call Drop,2025-08-18 05:16:23,Escalated,,High
2209,46758,Refund Request,2024-10-31 10:21:13,In Progress,,High
2210,23718,Billing Dispute,2025-10-11 14:10:47,Open,,Critical
2211,11742,SIM Activation,2023-09-27 14:05:51,Resolved,5,High
2212,30484,Customer Service,2024-08-22 10:22:08,In Progress,,Medium
2213,21381,SIM Activation,2023-10-13 02:53:39,In Progress,,Low
2214,38700,Slow Internet,2024-10-12 07:21:07,Resolved,0,Medium
2215,31438,Recharge Failure,2024-07-21 03:55:28,Escalated,,Critical
2216,3275,Call Drop,2023-04-25 05:47:41,Open,,High
2217,33375,Porting Issue,2024-03-30 06:26:07,Closed,6,High
2218,40540,Refund Request,2025-03-17 14:47:26,In Progress,,Medium
2219,39938,Data Not Working,2025-12-31 05:20:55,Resolved,13,Critical
2220,15889,Network Issue,2025-01-08 22:15:17,Escalated,,Critical
2221,8177,Data Not Working,2024-08-26 12:26:22,Open,,Medium
2222,17486,Data Not Working,2025-01-19 19:10:32,In Progress,,Medium
2223,18124,Signal Not Available,2025-03-16 08:32:31,Open,,Critical
2224,37170,Call Drop,2025-02-14 18:29:35,Open,,Low
2225,36882,SIM Activation,2023-11-16 19:21:14,In Progress,,Critical
2226,22958,Wrong Plan Charged,2023-08-13 10:52:24,Open,,Critical
2227,9059,Signal Not Available,2025-05-02 08:26:56,Open,,Medium
2228,959,Signal Not Available,2024-04-13 07:06:12,In Progress,,Low
2229,27512,Porting Issue,2024-07-15 16:03:25,Escalated,,High
2230,25743,SIM Activation,2024-01-06 21:52:33,Closed,5,High
2231,18899,Recharge Failure,2025-06-04 12:09:51,In Progress,,Medium
2232,6148,Porting Issue,2024-01-30 18:15:05,Resolved,2,High
2233,27613,Porting Issue,2024-08-13 09:30:07,Closed,8,Critical
2234,47075,Call Drop,2025-10-16 11:46:56,In Progress,,Low
2235,7870,Customer Service,2024-05-03 01:40:02,Closed,13,Medium
2236,25062,Customer Service,2023-06-06 03:15:00,Closed,8,Medium
2237,41594,Porting Issue,2024-09-04 16:35:04,Closed,5,High
2238,17043,Billing Dispute,2024-07-15 14:40:47,Closed,8,Critical
2239,16847,Data Not Working,2023-07-23 20:02:28,Escalated,,Low
2240,46918,Customer Service,2024-04-03 11:34:33,Closed,5,Medium
2241,3044,Data Not Working,2023-04-13 01:16:43,Escalated,,Critical
2242,22321,Slow Internet,2023-04-06 03:31:55,Open,,Medium
2243,22727,Signal Not Available,2024-08-30 01:13:17,Open,,Critical
2244,12292,Call Drop,2024-04-06 08:55:57,Escalated,,Critical
2245,13431,Refund Request,2024-10-13 20:54:41,Resolved,12,Medium
2246,24489,Call Drop,2024-08-09 15:43:30,Closed,14,Medium
2247,3625,Signal Not Available,2025-04-19 08:53:48,Escalated,,Medium
2248,49627,Recharge Failure,2023-12-04 11:41:07,Closed,9,Critical
2249,33259,Call Drop,2024-01-21 07:10:03,Closed,8,Medium
2250,25262,Signal Not Available,2026-02-27 03:47:00,Escalated,,Low
2251,47500,Slow Internet,2023-11-25 23:23:43,In Progress,,Medium
2252,13282,Data Not Working,2025-06-26 16:39:53,Resolved,1,Critical
2253,873,Recharge Failure,2025-02-01 14:41:26,Resolved,8,High
2254,3892,Customer Service,2024-03-29 14:41:51,Open,,Medium
2255,42504,Signal Not Available,2024-12-19 05:37:30,Escalated,,Low
2256,48403,Slow Internet,2024-11-28 20:08:36,In Progress,,High
2257,21620,SIM Activation,2026-02-18 17:33:23,Resolved,6,Low
2258,28722,Porting Issue,2025-02-03 03:56:46,Closed,0,Critical
2259,40974,Customer Service,2025-10-04 20:09:07,Open,,High
2260,6171,Refund Request,2024-10-04 07:15:32,Resolved,6,High
2261,23352,Wrong Plan Charged,2024-03-04 06:08:00,Closed,1,Critical
2262,33641,Signal Not Available,2026-01-25 17:42:06,Open,,Critical
2263,42420,SIM Activation,2023-03-06 11:08:37,Open,,Low
2264,35283,Wrong Plan Charged,2024-09-05 07:50:15,Open,,High
2265,17778,Network Issue,2024-07-11 01:32:05,Open,,Low
2266,13314,Data Not Working,2024-06-28 15:43:23,In Progress,,Critical
2267,34144,Wrong Plan Charged,2026-01-13 18:39:51,Escalated,,Medium
2268,12594,SIM Activation,2023-05-28 20:51:35,Open,,High
2269,41334,Wrong Plan Charged,2026-01-07 11:14:22,Closed,1,High
2270,22823,Billing Dispute,2023-10-11 02:26:33,Open,,Critical
2271,19402,Data Not Working,2026-05-04 00:19:00,Resolved,12,Low
2272,30400,Signal Not Available,2025-10-26 12:19:59,Escalated,,Critical
2273,7771,Slow Internet,2024-07-22 14:35:52,In Progress,,High
2274,25545,Customer Service,2025-01-08 05:20:04,Closed,15,Low
2275,6943,Customer Service,2023-01-06 06:06:55,Closed,2,Medium
2276,37356,Call Drop,2024-03-18 05:32:51,In Progress,,Critical
2277,5683,Slow Internet,2025-12-26 04:42:47,Closed,5,Low
2278,36480,Signal Not Available,2024-09-05 15:07:34,Closed,4,Medium
2279,30112,Slow Internet,2024-03-15 07:55:54,In Progress,,Critical
2280,49082,Data Not Working,2026-06-03 17:46:35,In Progress,,Critical
2281,30899,Network Issue,2025-05-15 05:38:46,Open,,Critical
2282,10222,Billing Dispute,2026-02-22 13:02:05,Escalated,,Critical
2283,18344,Customer Service,2025-12-31 17:15:47,Escalated,,High
2284,26943,Wrong Plan Charged,2024-01-24 13:55:19,In Progress,,Critical
2285,19984,Signal Not Available,2025-10-14 16:59:38,Escalated,,Medium
2286,2452,Customer Service,2025-12-29 04:30:14,Escalated,,Medium
2287,17790,Billing Dispute,2024-02-19 04:28:21,Escalated,,High
2288,45230,Recharge Failure,2023-09-28 00:48:52,Open,,Low
2289,31566,Customer Service,2026-01-02 04:04:02,In Progress,,Low
2290,38420,SIM Activation,2025-01-27 03:22:18,Resolved,12,Critical
2291,2180,Slow Internet,2023-12-31 12:14:43,In Progress,,High
2292,37005,Recharge Failure,2025-02-22 13:33:20,Escalated,,High
2293,48446,Slow Internet,2025-11-07 01:08:24,Open,,High
2294,1611,Porting Issue,2024-06-28 23:26:18,Closed,10,Low
2295,21625,Network Issue,2024-09-02 17:14:17,Escalated,,High
2296,17536,Wrong Plan Charged,2023-07-21 10:16:10,Escalated,,High
2297,25509,Porting Issue,2023-10-27 14:34:52,Escalated,,Critical
2298,8915,Wrong Plan Charged,2024-10-13 16:03:03,Escalated,,Low
2299,11039,SIM Activation,2024-02-24 17:33:11,Resolved,12,High
2300,11615,Data Not Working,2023-08-11 01:52:31,Open,,Low
2301,11018,Data Not Working,2024-11-20 08:34:02,Resolved,4,Medium
2302,49014,Call Drop,2025-12-13 10:33:00,Closed,12,High
2303,30952,Call Drop,2025-10-26 03:20:01,Escalated,,High
2304,7764,Call Drop,2023-03-06 10:27:22,Resolved,15,Critical
2305,46577,Wrong Plan Charged,2025-08-11 11:52:37,Resolved,14,Critical
2306,27942,Slow Internet,2025-06-30 18:49:25,In Progress,,High
2307,33042,Call Drop,2024-08-30 19:04:42,Open,,High
2308,39122,Data Not Working,2025-04-07 20:15:33,In Progress,,Critical
2309,29997,SIM Activation,2026-07-20 07:17:35,Escalated,,Medium
2310,1185,Customer Service,2025-04-26 20:38:31,Open,,Low
2311,41949,Slow Internet,2026-06-06 11:07:43,Closed,8,High
2312,15998,Call Drop,2023-05-23 20:26:16,In Progress,,Low
2313,8235,SIM Activation,2025-01-12 04:35:15,Escalated,,Low
2314,11551,Slow Internet,2024-05-23 04:32:34,In Progress,,Medium
2315,1267,Recharge Failure,2023-04-06 03:16:39,Resolved,1,Low
2316,30885,Billing Dispute,2023-02-24 09:23:41,Resolved,15,Medium
2317,18951,Slow Internet,2024-02-16 16:04:49,Closed,3,Low
2318,41161,Data Not Working,2025-12-20 10:04:53,In Progress,,Critical
2319,27972,Network Issue,2023-06-16 04:33:28,In Progress,,Critical
2320,10802,Slow Internet,2025-08-10 08:52:31,Escalated,,Medium
2321,24076,Call Drop,2025-05-17 15:01:34,Escalated,,High
2322,48227,Network Issue,2026-03-21 07:12:35,Escalated,,Low
2323,28232,Billing Dispute,2024-10-09 02:40:12,Closed,4,Critical
2324,3334,Customer Service,2024-04-27 08:03:09,Open,,Medium
2325,41232,Customer Service,2023-06-12 00:18:13,In Progress,,Critical
2326,5704,Porting Issue,2024-04-15 06:01:46,In Progress,,Medium
2327,33051,Call Drop,2025-12-01 04:19:56,Resolved,1,Critical
2328,14772,Customer Service,2025-07-10 01:55:08,Open,,Critical
2329,17881,Porting Issue,2023-07-08 15:29:06,Open,,High
2330,43665,Signal Not Available,2024-07-24 01:06:36,Resolved,15,High
2331,1047,Slow Internet,2025-12-20 21:00:37,Resolved,3,Medium
2332,8856,Wrong Plan Charged,2023-03-19 22:11:32,Escalated,,Low
2333,18458,Data Not Working,2023-03-04 02:48:42,Escalated,,Critical
2334,17514,Wrong Plan Charged,2024-10-30 12:01:24,In Progress,,Low
2335,38787,Data Not Working,2023-03-18 05:49:28,Escalated,,Medium
2336,32890,Customer Service,2023-09-29 15:51:25,Open,,High
2337,23756,Signal Not Available,2023-12-08 01:58:50,In Progress,,Low
2338,36802,Billing Dispute,2023-08-31 07:51:47,Open,,Low
2339,13076,Porting Issue,2023-09-30 03:22:29,Closed,7,Medium
2340,24789,Refund Request,2025-03-19 11:52:54,Open,,Medium
2341,26338,Billing Dispute,2024-04-10 14:40:21,Escalated,,Critical
2342,16159,Refund Request,2023-07-12 19:05:14,Escalated,,Low
2343,48213,Porting Issue,2026-01-29 09:47:05,Resolved,9,Medium
2344,30627,Customer Service,2025-07-24 00:09:08,Resolved,4,Low
2345,33569,Customer Service,2023-04-26 07:51:34,Open,,High
2346,7875,Recharge Failure,2023-10-10 16:25:37,Closed,11,High
2347,23417,Wrong Plan Charged,2024-11-20 01:18:25,In Progress,,Medium
2348,48157,Data Not Working,2024-05-27 02:48:40,Escalated,,High
2349,26788,SIM Activation,2026-04-01 05:04:11,Open,,Critical
2350,22180,Billing Dispute,2023-12-20 06:52:45,Resolved,7,Medium
2351,44261,Billing Dispute,2025-09-04 12:01:08,Open,,Medium
2352,45338,Network Issue,2023-09-19 19:10:50,Resolved,14,Medium
2353,27825,Slow Internet,2025-08-25 03:26:30,Escalated,,High
2354,27309,Recharge Failure,2023-12-06 18:40:44,Open,,Critical
2355,7672,Data Not Working,2024-05-29 15:34:00,Open,,Medium
2356,42018,Data Not Working,2023-10-22 20:53:52,Escalated,,Low
2357,33968,Slow Internet,2025-02-17 13:24:14,Resolved,1,High
2358,43346,Refund Request,2025-07-24 21:42:15,Escalated,,Low
2359,45555,Call Drop,2024-01-05 18:29:02,In Progress,,Low
2360,12854,Signal Not Available,2023-07-27 14:44:10,Closed,3,Medium
2361,24945,Network Issue,2023-03-19 13:54:39,In Progress,,Critical
2362,8527,Refund Request,2026-01-08 06:21:01,Resolved,12,Low
2363,46219,Recharge Failure,2023-03-16 15:59:07,Closed,15,Low
2364,19720,Data Not Working,2024-05-22 19:57:49,Escalated,,Low
2365,45975,Data Not Working,2023-07-14 17:26:09,Open,,Medium
2366,23328,Network Issue,2025-10-22 19:29:15,In Progress,,Medium
2367,49609,Data Not Working,2023-06-18 12:46:10,Open,,Critical
2368,43402,Refund Request,2026-06-04 10:43:14,Closed,11,Low
2369,30378,Refund Request,2024-09-12 00:07:48,Closed,2,Critical
2370,20569,Refund Request,2025-11-11 10:12:18,Resolved,8,High
2371,8425,Customer Service,2025-04-03 18:17:15,Escalated,,Critical
2372,27267,Wrong Plan Charged,2026-01-21 11:03:37,Escalated,,Low
2373,49494,Wrong Plan Charged,2024-05-22 18:52:21,Escalated,,Medium
2374,7380,Signal Not Available,2024-03-08 00:49:44,In Progress,,High
2375,33459,Porting Issue,2025-02-16 15:15:58,Resolved,14,Critical
2376,41957,SIM Activation,2025-06-01 07:31:15,Open,,Medium
2377,2155,Signal Not Available,2024-09-30 01:31:55,Resolved,13,High
2378,21590,Network Issue,2024-04-29 15:40:13,Closed,15,High
2379,5255,Refund Request,2024-02-17 21:08:51,Resolved,3,Critical
2380,212,Signal Not Available,2023-04-22 23:27:58,In Progress,,Critical
2381,31492,Data Not Working,2024-02-20 18:24:23,Escalated,,Low
2382,35790,SIM Activation,2026-07-20 00:02:39,Resolved,6,Critical
2383,20555,Network Issue,2024-11-07 18:16:34,Open,,Critical
2384,34829,Data Not Working,2025-08-19 23:11:05,Resolved,4,High
2385,19893,Customer Service,2023-02-18 11:02:16,Escalated,,Low
2386,30140,Billing Dispute,2023-12-26 22:00:39,Open,,Low
2387,17805,Wrong Plan Charged,2026-06-23 06:39:25,Open,,High
2388,23406,Customer Service,2024-11-23 23:57:54,In Progress,,Medium
2389,36355,Data Not Working,2023-08-17 11:37:35,Resolved,12,Medium
2390,29892,Data Not Working,2023-09-29 12:35:34,Resolved,15,Medium
2391,12455,Signal Not Available,2024-11-06 12:05:27,Open,,Critical
2392,26773,Data Not Working,2024-11-01 00:04:11,Resolved,7,High
2393,23907,Data Not Working,2023-10-30 20:06:43,Closed,6,Critical
2394,16624,Data Not Working,2025-11-10 13:29:34,Resolved,14,High
2395,1362,Billing Dispute,2026-04-28 10:35:34,Escalated,,High
2396,16978,Data Not Working,2026-06-12 05:07:04,Escalated,,Critical
2397,44503,Wrong Plan Charged,2025-12-30 11:54:34,In Progress,,Critical
2398,2855,Porting Issue,2025-07-05 22:50:48,Resolved,1,High
2399,21067,Porting Issue,2025-10-01 02:42:36,Closed,0,High
2400,42575,Signal Not Available,2025-02-28 07:51:37,In Progress,,High
2401,49141,Billing Dispute,2023-09-28 10:05:34,Closed,15,Critical
2402,5141,Billing Dispute,2024-08-29 09:34:41,In Progress,,High
2403,31047,SIM Activation,2023-07-20 12:59:27,Open,,Medium
2404,3509,Signal Not Available,2023-09-27 11:45:13,Closed,14,Medium
2405,43357,Network Issue,2024-08-21 00:19:52,Closed,13,Critical
2406,43011,Slow Internet,2025-09-21 18:03:35,Closed,12,High
2407,46098,Network Issue,2023-10-25 06:58:20,Resolved,15,Low
2408,22705,Wrong Plan Charged,2023-06-09 17:14:22,Resolved,5,Low
2409,25605,Recharge Failure,2026-06-22 21:17:50,Resolved,2,Critical
2410,25912,Billing Dispute,2024-10-03 09:40:26,Closed,7,High
2411,41516,Wrong Plan Charged,2025-12-18 23:28:37,Closed,13,High
2412,27943,Data Not Working,2025-11-30 05:10:38,Open,,Low
2413,22125,Data Not Working,2025-04-07 15:52:11,Open,,Critical
2414,44349,Porting Issue,2024-04-15 21:06:20,Open,,High
2415,44302,Billing Dispute,2023-10-13 07:43:08,In Progress,,High
2416,34902,Refund Request,2025-05-12 22:54:33,Open,,High
2417,10256,Billing Dispute,2026-04-13 19:27:47,Closed,6,Low
2418,3312,Slow Internet,2025-04-22 16:10:58,Open,,Low
2419,9716,Signal Not Available,2023-03-07 16:10:23,In Progress,,Medium
2420,4751,SIM Activation,2024-03-30 16:03:35,In Progress,,High
2421,12088,Customer Service,2024-10-06 09:42:17,Closed,7,Medium
2422,40948,Data Not Working,2025-09-23 12:39:42,Open,,Critical
2423,32664,Slow Internet,2023-11-30 23:57:23,Escalated,,High
2424,48683,Porting Issue,2024-08-24 11:41:52,In Progress,,High
2425,22969,Wrong Plan Charged,2023-02-23 20:07:16,Open,,Low
2426,3332,Wrong Plan Charged,2024-01-28 22:45:12,Resolved,5,Critical
2427,12146,Signal Not Available,2026-06-07 09:20:32,Open,,High
2428,42712,Billing Dispute,2025-03-10 22:45:40,Closed,5,Low
2429,1042,Customer Service,2026-03-18 09:51:00,Escalated,,Low
2430,19822,Billing Dispute,2024-04-02 23:08:21,In Progress,,Critical
2431,16806,Refund Request,2025-12-12 17:45:01,Escalated,,High
2432,29154,Data Not Working,2025-10-22 08:25:11,Escalated,,Low
2433,43828,Network Issue,2023-05-18 02:52:13,In Progress,,Low
2434,47914,SIM Activation,2026-05-08 08:27:19,Resolved,0,Medium
2435,33265,Wrong Plan Charged,2023-07-26 05:39:51,In Progress,,Critical
2436,10756,Porting Issue,2025-11-21 19:16:30,In Progress,,High
2437,7311,Network Issue,2024-10-31 20:12:06,Open,,Critical
2438,18159,Porting Issue,2024-01-05 09:53:48,Closed,7,High
2439,23291,SIM Activation,2025-09-20 06:10:45,In Progress,,Critical
2440,26529,SIM Activation,2025-04-03 18:29:34,Resolved,12,Critical
2441,4198,SIM Activation,2023-02-14 23:12:32,Open,,Critical
2442,2659,Billing Dispute,2024-04-04 21:51:50,In Progress,,High
2443,3260,Refund Request,2023-11-10 09:59:07,Open,,High
2444,15161,Signal Not Available,2024-04-09 02:38:54,Closed,12,Low
2445,5957,Customer Service,2025-08-13 00:46:11,Closed,5,Medium
2446,48658,Porting Issue,2024-03-05 15:08:20,In Progress,,High
2447,24261,Signal Not Available,2023-05-07 05:06:30,In Progress,,Medium
2448,787,Recharge Failure,2026-06-15 11:58:24,Resolved,6,Critical
2449,41455,Wrong Plan Charged,2024-02-12 19:13:42,In Progress,,Medium
2450,36308,Slow Internet,2026-02-02 12:10:26,Closed,13,Medium
2451,28434,Call Drop,2025-07-05 15:02:02,Escalated,,Medium
2452,8432,Call Drop,2025-12-19 22:24:23,Open,,Low
2453,10793,Wrong Plan Charged,2025-06-18 20:27:23,Resolved,15,Critical
2454,44846,Slow Internet,2026-03-28 11:52:38,Resolved,10,High
2455,33457,SIM Activation,2023-11-07 07:11:59,Resolved,15,High
2456,7336,Wrong Plan Charged,2026-05-19 20:10:30,In Progress,,High
2457,8623,Refund Request,2024-01-29 03:39:29,Escalated,,Medium
2458,4746,Billing Dispute,2023-08-16 23:39:37,In Progress,,Low
2459,13595,Network Issue,2025-10-31 21:37:23,Escalated,,Low
2460,18749,Call Drop,2024-05-06 16:40:55,Escalated,,Critical
2461,33239,Customer Service,2025-10-08 11:43:58,Escalated,,High
2462,41305,Data Not Working,2023-06-13 04:03:38,Resolved,0,Medium
2463,5048,Call Drop,2023-08-22 23:41:45,Closed,5,High
2464,23832,Recharge Failure,2026-01-10 12:48:20,In Progress,,Medium
2465,43104,SIM Activation,2023-06-17 13:13:26,Escalated,,Medium
2466,25905,Refund Request,2025-11-21 12:01:31,Resolved,13,High
2467,1445,Wrong Plan Charged,2024-05-17 10:50:13,Resolved,12,High
2468,47891,Signal Not Available,2026-04-13 17:10:27,Open,,Low
2469,28467,Slow Internet,2023-10-09 08:03:43,Escalated,,Critical
2470,22788,Billing Dispute,2025-03-07 15:32:41,Open,,Critical
2471,40734,Data Not Working,2024-05-04 02:58:12,Resolved,5,Critical
2472,33432,Porting Issue,2024-08-01 13:30:47,Resolved,10,Critical
2473,14809,SIM Activation,2023-04-26 22:07:59,In Progress,,Medium
2474,44768,Porting Issue,2023-12-01 17:23:06,In Progress,,Critical
2475,30400,Customer Service,2024-01-17 20:00:49,Escalated,,Medium
2476,25886,Recharge Failure,2024-07-21 14:54:25,Closed,6,High
2477,28890,Customer Service,2023-09-26 10:52:36,Escalated,,Critical
2478,35670,Wrong Plan Charged,2025-01-15 00:55:09,In Progress,,High
2479,18167,Data Not Working,2025-03-14 17:59:03,Open,,Low
2480,27232,SIM Activation,2024-01-28 04:53:54,Escalated,,Critical
2481,18258,Billing Dispute,2023-03-11 14:23:12,Closed,5,Low
2482,29652,Signal Not Available,2024-01-05 01:25:35,Open,,Critical
2483,22669,Recharge Failure,2024-07-09 06:05:31,Resolved,11,Critical
2484,27944,Call Drop,2024-10-06 03:36:45,Escalated,,Low
2485,10045,Recharge Failure,2026-07-14 19:46:15,Open,,Low
2486,35339,Customer Service,2025-05-02 09:16:26,In Progress,,Critical
2487,29092,Recharge Failure,2024-09-11 16:04:24,Escalated,,Low
2488,9727,Slow Internet,2023-07-10 10:37:50,Closed,4,Medium
2489,16095,Signal Not Available,2024-09-05 13:26:57,In Progress,,Low
2490,38460,Porting Issue,2025-01-15 16:29:37,Open,,Critical
2491,48540,Call Drop,2025-02-25 03:00:37,Closed,0,High
2492,44717,Signal Not Available,2024-03-24 10:00:46,Closed,6,Medium
2493,33210,Slow Internet,2024-10-05 20:52:50,In Progress,,Critical
2494,13438,Slow Internet,2024-03-27 04:32:10,Open,,Critical
2495,43695,Recharge Failure,2024-10-20 18:40:09,Escalated,,Critical
2496,5497,Porting Issue,2023-08-16 11:39:41,Closed,0,Critical
2497,21739,Recharge Failure,2026-07-21 14:20:29,Escalated,,Critical
2498,15482,Data Not Working,2023-07-28 10:58:31,Open,,Low
2499,21031,Recharge Failure,2023-11-14 00:14:00,Escalated,,Critical
2500,5476,Refund Request,2023-11-06 19:47:59,Closed,13,Critical
2501,30286,Data Not Working,2024-07-08 10:36:16,Closed,0,Low
2502,22996,Billing Dispute,2024-11-15 09:41:26,Closed,8,Medium
2503,32310,Network Issue,2025-10-16 14:29:40,Closed,6,Low
2504,7103,SIM Activation,2026-06-10 20:05:44,Open,,Low
2505,36656,Slow Internet,2024-06-03 23:37:54,Closed,6,High
2506,23947,Call Drop,2023-12-24 04:56:36,Closed,12,High
2507,4279,Signal Not Available,2025-06-24 19:44:55,Open,,Critical
2508,45638,Network Issue,2026-03-07 16:03:23,Escalated,,High
2509,35348,Slow Internet,2023-02-10 23:09:31,Escalated,,Low
2510,6634,Wrong Plan Charged,2023-12-21 13:28:00,Open,,Low
2511,21655,Recharge Failure,2023-05-19 18:28:19,Escalated,,High
2512,41977,Refund Request,2025-12-31 13:01:53,In Progress,,Low
2513,19029,Customer Service,2026-04-25 14:03:32,Closed,10,Medium
2514,3658,Refund Request,2026-03-08 18:30:31,Open,,Low
2515,48096,Customer Service,2023-04-06 18:14:30,Escalated,,Critical
2516,1983,SIM Activation,2024-02-19 06:13:42,In Progress,,Medium
2517,19006,Customer Service,2025-04-08 19:52:16,Escalated,,Critical
2518,6037,Customer Service,2023-02-10 17:32:36,In Progress,,Low
2519,27707,Network Issue,2026-01-30 18:13:56,Closed,11,Critical
2520,17093,Recharge Failure,2024-10-03 15:37:15,In Progress,,Low
2521,12437,Data Not Working,2026-06-22 16:38:00,Closed,8,Medium
2522,4245,Billing Dispute,2024-10-01 08:29:03,Open,,Critical
2523,18700,Refund Request,2024-05-07 05:00:27,Escalated,,Medium
2524,22871,Signal Not Available,2023-09-17 08:37:46,Open,,High
2525,22803,Slow Internet,2023-07-21 21:07:25,Escalated,,High
2526,21142,Recharge Failure,2024-06-19 13:09:06,Escalated,,Low
2527,12075,Refund Request,2023-08-12 05:41:16,Closed,14,Low
2528,18161,Data Not Working,2026-05-09 16:32:25,Escalated,,High
2529,15503,Call Drop,2026-06-02 01:30:53,Closed,12,Critical
2530,8643,SIM Activation,2024-12-29 23:27:39,In Progress,,Critical
2531,48166,Wrong Plan Charged,2023-04-14 08:33:17,In Progress,,Medium
2532,22215,Customer Service,2025-07-25 11:53:43,In Progress,,Low
2533,7427,Refund Request,2023-01-12 17:41:37,Closed,3,High
2534,42283,Billing Dispute,2024-11-01 20:18:44,Resolved,8,Critical
2535,5953,Customer Service,2025-08-27 21:45:54,In Progress,,High
2536,15670,Billing Dispute,2025-10-30 22:55:10,Open,,Low
2537,34260,Slow Internet,2024-08-02 23:30:05,Closed,13,Critical
2538,45813,Customer Service,2023-02-04 05:29:33,In Progress,,Medium
2539,7072,Recharge Failure,2025-01-10 08:49:00,Open,,Low
2540,41762,Refund Request,2023-02-28 07:25:25,Open,,Low
2541,26287,Network Issue,2023-10-27 13:39:00,In Progress,,Low
2542,8813,Customer Service,2023-08-18 15:13:46,In Progress,,Medium
2543,4723,Slow Internet,2023-09-12 11:43:51,Escalated,,Low
2544,23025,SIM Activation,2024-06-23 23:32:19,In Progress,,Critical
2545,12459,Signal Not Available,2023-11-06 23:09:47,Resolved,3,Critical
2546,3605,Data Not Working,2024-02-26 00:21:50,Resolved,10,High
2547,2971,Customer Service,2025-01-16 18:12:06,Resolved,12,High
2548,2420,Porting Issue,2024-01-26 02:17:41,In Progress,,High
2549,36963,Billing Dispute,2024-09-16 23:09:47,Resolved,2,High
2550,27676,Refund Request,2025-07-15 14:55:11,Resolved,1,Critical
2551,42593,Signal Not Available,2024-02-02 02:20:45,Open,,Low
2552,13119,SIM Activation,2024-08-04 07:58:14,Closed,2,Low
2553,23805,Data Not Working,2025-09-20 23:26:38,Closed,3,Low
2554,45649,Billing Dispute,2025-09-26 09:48:47,Escalated,,Low
2555,12345,Porting Issue,2024-09-24 13:14:16,Escalated,,Low
2556,48092,Network Issue,2024-09-20 21:12:16,In Progress,,Critical
2557,41994,Slow Internet,2024-09-30 10:07:26,Escalated,,Low
2558,22668,Call Drop,2023-08-19 00:50:33,In Progress,,Critical
2559,15784,Network Issue,2026-06-08 18:35:11,Resolved,2,Critical
2560,40125,SIM Activation,2025-08-04 02:56:57,Resolved,6,Low
2561,7957,Porting Issue,2024-12-06 03:39:24,Resolved,15,Medium
2562,28566,Slow Internet,2025-05-17 13:11:05,Open,,Critical
2563,31936,Signal Not Available,2025-12-07 14:45:21,Open,,Critical
2564,32392,SIM Activation,2024-04-10 10:47:03,Escalated,,Critical
2565,29025,Billing Dispute,2025-05-23 19:53:30,Open,,Critical
2566,49315,Customer Service,2026-01-29 05:25:46,Open,,Medium
2567,41089,Billing Dispute,2024-07-13 22:02:58,Resolved,9,High
