usage_id,customer_id,tower_id,session_date,data_used_mb,session_duration_min,network_type
5384,5193,31,2025-09-08 07:59:52,416.13,157.2,5G
5385,14596,470,2023-03-04 19:32:46,1443.48,176.1,3G
5386,44975,173,2023-02-25 13:40:41,2493.78,228.8,4G
5387,48653,448,2023-04-08 05:30:39,1837.17,157.3,5G
5388,27323,394,2025-01-04 18:04:29,870.65,115.8,4G
5389,26988,87,2026-01-23 12:55:15,1850.53,276.9,3G
5390,13696,323,2026-01-23 14:14:49,2174.53,158.7,3G
5391,41384,282,2026-05-09 14:14:40,4702.77,151.9,3G
5392,2729,406,2025-12-05 04:19:28,3118.21,149.2,3G
5393,4353,130,2025-05-25 14:34:18,1586.25,219.8,3G
5394,38863,100,2026-06-07 21:19:41,1969.66,140.8,3G
5395,19797,381,2023-03-22 05:34:20,318.62,100.8,5G
5396,13082,109,2023-09-24 03:34:29,3356.69,116.9,4G
5397,20998,38,2023-06-15 12:54:10,1681.27,75.1,4G
5398,445,177,2025-11-04 22:47:14,4994.51,161.8,4G
5399,21735,139,2025-04-02 09:59:52,135.97,142.9,4G
5400,16048,117,2026-01-03 23:34:27,11.95,258.3,5G
5401,45647,343,2025-01-01 15:37:44,2258.38,103.1,5G
5402,16350,355,2026-03-16 05:27:27,3276.55,20.5,5G
5403,42014,417,2026-07-24 18:10:01,4864.1,245.2,4G
5404,1298,165,2026-05-20 16:06:18,2202.22,72.0,5G
5405,5206,318,2025-08-01 05:31:44,1665.13,196.9,3G
5406,2122,92,2024-08-24 08:17:32,3369.92,267.0,5G
5407,33029,413,2025-08-17 03:11:01,4086.49,41.2,5G
5408,39242,163,2024-05-12 03:05:49,2858.09,148.7,4G
5409,47240,165,2024-08-06 20:28:28,31.14,125.8,5G
5410,44750,16,2025-09-02 18:43:36,1462.31,264.7,4G
5411,44159,380,2024-01-14 09:47:23,527.08,99.1,5G
5412,13731,322,2024-06-14 13:22:00,1180.96,289.1,4G
5413,44691,170,2023-12-05 20:02:40,4868.55,206.6,3G
5414,23150,86,2023-10-15 20:16:00,3010.63,53.4,4G
5415,18038,249,2023-09-13 22:42:49,228.82,271.6,4G
5416,43751,185,2025-04-30 17:43:14,2013.5,129.0,4G
5417,49598,121,2025-06-13 04:50:17,4619.58,88.3,5G
5418,42832,43,2023-01-16 19:05:40,3549.07,299.6,4G
5419,20708,95,2023-02-04 11:04:14,3573.89,14.4,4G
5420,27201,444,2023-05-16 17:55:02,3557.68,61.9,3G
5421,13040,267,2024-11-02 18:19:23,374.21,10.6,4G
5422,12865,232,2024-11-21 14:08:06,2729.56,226.6,5G
5423,24460,475,2023-09-01 23:39:45,4396.52,298.4,3G
5424,38440,164,2023-01-01 13:28:29,3818.79,162.5,5G
5425,19373,250,2025-02-19 00:47:52,476.17,126.8,5G
5426,20079,322,2025-07-21 03:59:32,2089.62,126.3,4G
5427,44275,352,2025-06-07 16:47:12,2407.98,105.2,5G
5428,4620,382,2026-05-08 04:47:15,640.14,207.5,3G
5429,8652,392,2024-02-07 13:55:27,4112.11,177.7,4G
5430,31736,470,2025-02-18 04:02:46,3113.81,8.3,5G
5431,15213,447,2024-11-07 21:32:36,3523.46,156.8,5G
5432,4093,133,2025-01-12 12:19:05,2946.15,88.6,3G
5433,25926,324,2024-06-12 04:44:18,4451.94,62.7,3G
5434,8417,294,2023-03-10 00:52:36,625.07,61.3,3G
5435,34462,77,2024-02-04 20:26:41,1353.94,130.5,5G
5436,36759,448,2024-02-07 11:41:28,2293.48,63.8,5G
5437,21275,358,2025-06-04 15:18:46,633.03,54.1,4G
5438,24110,256,2026-03-06 02:58:50,3260.52,291.3,5G
5439,36361,476,2023-06-26 00:54:41,645.06,288.0,5G
5440,43769,222,2023-09-04 23:30:16,3886.79,177.3,5G
5441,47166,34,2023-07-25 17:57:53,1923.25,227.7,4G
5442,569,299,2023-09-21 01:20:16,4633.07,196.4,4G
5443,34797,477,2025-05-12 19:52:04,3533.17,10.0,5G
5444,3867,122,2023-03-19 20:13:17,4909.57,112.2,3G
5445,30954,8,2023-05-19 12:36:55,3641.53,41.6,4G
5446,19981,161,2024-12-29 22:42:00,3440.5,140.0,5G
5447,14831,267,2025-12-21 04:17:35,2412.91,202.9,4G
5448,22797,325,2025-09-18 21:49:14,1997.11,69.6,4G
5449,33094,315,2024-01-06 10:02:48,1471.07,139.6,3G
5450,7759,31,2023-09-15 06:14:20,3226.8,111.9,5G
5451,24269,367,2023-11-28 00:23:27,4957.13,207.7,3G
5452,10053,433,2023-05-16 08:53:45,1248.6,267.5,5G
5453,38894,315,2025-10-26 13:04:34,3514.13,6.4,4G
5454,44998,84,2023-04-10 09:26:04,3843.84,90.1,5G
5455,21085,197,2025-01-15 04:17:55,2638.24,239.1,3G
5456,31051,287,2026-06-03 17:43:20,3196.17,105.5,4G
5457,23733,51,2025-02-20 13:17:09,3472.95,215.8,4G
5458,10467,348,2026-06-06 18:41:46,664.63,220.0,5G
5459,35073,9,2024-03-25 21:16:03,3380.11,31.7,4G
5460,22617,173,2024-03-27 10:24:37,444.86,132.9,4G
5461,43461,280,2024-05-15 09:22:01,238.18,226.0,5G
5462,2369,94,2023-08-22 03:09:58,3973.78,31.0,4G
5463,20448,73,2023-05-13 18:53:07,447.3,240.8,4G
5464,43599,499,2023-04-03 05:54:56,177.32,27.0,5G
5465,26533,45,2024-03-07 20:27:23,2051.81,127.2,4G
5466,13327,455,2025-05-10 16:47:10,1188.79,75.1,4G
5467,13524,243,2026-03-11 02:57:49,1409.48,122.2,4G
5468,45715,55,2025-02-23 12:15:30,3168.37,61.7,3G
5469,29443,207,2024-10-19 06:42:56,2987.85,184.5,4G
5470,34456,446,2025-05-10 19:38:57,476.14,11.7,4G
5471,11985,361,2026-01-15 14:57:30,1622.98,263.6,4G
5472,40319,8,2025-08-02 15:54:30,4620.06,41.0,5G
5473,16197,137,2024-03-23 17:12:32,4672.47,63.7,4G
5474,34922,286,2023-06-25 03:57:43,1352.35,7.6,3G
5475,48160,325,2025-12-23 21:12:52,2409.36,18.5,5G
5476,33355,373,2026-06-13 10:18:02,2146.73,65.9,5G
5477,15761,385,2023-11-23 14:14:42,1232.76,128.7,4G
5478,22776,443,2023-10-23 15:13:01,2254.86,170.3,4G
5479,37229,62,2025-04-22 11:04:52,1842.0,220.1,4G
5480,16771,403,2025-01-19 19:33:27,3475.6,298.2,5G
5481,40223,375,2023-02-12 07:08:38,1023.26,187.7,5G
5482,19441,183,2024-03-29 12:57:35,1080.46,278.0,4G
5483,42409,148,2026-01-23 15:58:39,2732.03,71.7,3G
5484,42559,134,2023-02-12 17:20:00,4829.05,61.9,3G
5485,30036,64,2024-07-29 11:28:13,1657.71,283.1,4G
5486,7267,283,2023-11-01 03:18:45,2516.16,159.6,5G
5487,40309,325,2024-11-28 09:08:17,1154.74,172.6,4G
5488,4295,326,2023-07-10 10:09:37,2717.04,275.8,3G
5489,49535,381,2023-07-22 10:00:18,263.05,260.2,4G
5490,32945,168,2025-12-23 11:06:49,1242.55,4.8,5G
5491,3003,369,2026-04-08 06:45:29,4775.98,139.5,3G
5492,41871,29,2025-10-24 17:23:55,1575.07,238.3,5G
5493,22595,4,2024-06-26 08:31:57,1919.86,267.9,3G
5494,9584,9,2026-04-30 22:00:40,3716.46,273.3,5G
5495,44265,47,2024-08-25 00:05:55,1625.94,262.3,5G
5496,33738,43,2024-03-10 14:12:39,1222.7,229.5,3G
5497,36338,247,2025-09-30 01:02:16,654.79,116.3,3G
5498,46628,464,2023-09-15 16:57:34,4200.34,298.2,4G
5499,15783,160,2025-05-21 13:00:10,1892.02,175.4,3G
5500,43283,81,2023-05-05 02:07:15,1923.32,55.2,5G
5501,48065,100,2025-05-23 12:59:02,1399.41,73.6,3G
5502,590,13,2023-11-28 01:39:22,2108.16,230.3,4G
5503,1229,71,2024-08-01 08:10:49,2558.63,24.2,3G
5504,33114,22,2025-12-16 07:49:26,1087.1,70.4,4G
5505,15247,203,2024-08-28 07:22:35,4475.05,123.5,5G
5506,45674,281,2025-09-20 23:18:46,3082.14,118.1,3G
5507,5171,478,2024-10-10 20:29:16,3963.23,72.3,3G
5508,1231,155,2025-10-12 04:33:35,2571.11,50.5,3G
5509,31131,445,2025-03-23 11:07:04,851.04,33.5,5G
5510,34203,43,2025-02-11 09:50:56,4450.89,32.9,3G
5511,10448,141,2024-05-02 14:05:51,3560.4,117.6,3G
5512,20068,407,2024-10-22 20:35:32,4566.53,81.6,4G
5513,23452,212,2025-07-30 22:17:57,4615.35,56.8,5G
5514,41874,340,2025-01-18 08:04:46,1456.59,282.8,5G
5515,25115,270,2023-04-11 15:10:49,3446.07,112.5,3G
5516,24532,97,2024-07-04 14:40:41,3748.21,248.5,4G
5517,797,376,2025-01-04 04:20:39,4910.4,191.5,3G
5518,34560,296,2024-10-24 03:30:59,4923.08,132.6,5G
5519,28730,4,2025-08-05 05:35:00,386.67,105.2,3G
5520,8358,426,2023-10-19 15:00:35,594.38,63.4,3G
5521,26241,463,2023-02-15 10:43:45,3278.64,44.5,4G
5522,2755,414,2025-04-07 21:41:54,3189.15,34.1,4G
5523,10737,245,2023-04-06 06:39:30,1724.88,130.8,4G
5524,5699,43,2024-05-26 13:00:34,824.61,130.2,4G
5525,22318,15,2026-02-06 20:23:00,3244.67,56.2,5G
5526,38781,275,2025-05-19 12:54:26,1194.85,119.4,5G
5527,14805,462,2023-03-20 23:32:38,4685.01,68.9,5G
5528,34543,400,2024-10-04 02:34:06,397.13,44.6,4G
5529,35114,412,2023-12-24 23:19:27,3098.94,46.3,3G
5530,7357,380,2025-04-26 06:20:30,600.32,55.2,5G
5531,29212,205,2023-05-16 14:38:05,2213.96,145.8,3G
5532,21371,124,2025-12-04 15:12:30,3000.92,131.6,3G
5533,10873,26,2023-09-29 03:27:09,723.77,158.8,4G
5534,6684,210,2023-11-04 08:22:02,4199.92,228.5,5G
5535,27622,276,2026-05-01 09:51:05,1580.77,47.1,5G
5536,36383,159,2026-05-07 07:20:59,4188.9,6.3,5G
5537,23818,401,2023-03-23 06:14:14,95.15,173.8,4G
5538,35445,316,2025-06-29 01:09:06,2912.95,137.8,5G
5539,19593,163,2024-10-19 12:45:03,176.77,147.7,3G
5540,5220,102,2023-08-05 04:19:14,3610.61,215.7,3G
5541,23569,363,2024-04-09 20:13:01,1931.55,127.9,3G
5542,5448,464,2026-07-08 16:25:37,4795.38,25.2,3G
5543,23836,481,2024-12-15 13:45:10,880.96,226.8,4G
5544,15281,471,2025-10-15 14:30:29,1675.01,48.7,4G
5545,30517,21,2023-07-27 12:27:59,2351.34,169.4,4G
5546,33221,329,2023-02-16 17:22:35,1062.59,248.2,3G
5547,27799,147,2026-02-21 01:04:19,2928.4,63.1,3G
5548,25213,71,2023-08-01 16:42:29,3140.41,148.3,4G
5549,12704,17,2025-05-08 05:31:23,814.56,24.2,3G
5550,39069,327,2025-11-21 19:41:05,598.18,153.8,4G
5551,47222,485,2024-11-24 14:06:10,212.11,289.3,3G
5552,40578,190,2025-09-01 15:45:43,3785.67,282.9,4G
5553,33297,289,2025-08-05 09:56:33,2344.04,4.5,5G
5554,36582,125,2024-05-28 12:12:53,1717.27,252.0,4G
5555,44605,314,2023-11-30 14:31:56,666.36,77.0,3G
5556,13586,127,2024-12-18 07:06:12,778.42,166.8,5G
5557,13793,97,2024-12-24 10:30:38,2226.83,62.4,3G
5558,5480,42,2024-02-29 23:51:09,2575.62,33.7,4G
5559,39143,324,2025-05-04 12:29:55,288.81,209.6,3G
5560,19424,493,2023-03-03 22:52:26,4769.48,5.7,3G
5561,39022,436,2023-06-12 12:06:56,3802.43,154.3,4G
5562,13624,196,2024-08-29 23:14:30,2955.04,140.0,5G
5563,46718,79,2023-05-07 13:45:12,19.22,222.1,3G
5564,49223,46,2023-10-29 12:02:42,1455.53,277.8,5G
5565,27165,360,2025-09-01 14:39:46,4530.74,82.7,4G
5566,19829,436,2025-01-10 12:02:11,2573.15,268.7,5G
5567,6681,255,2024-10-22 05:06:37,3569.55,185.9,5G
5568,44487,36,2024-03-07 12:56:34,3273.18,225.9,3G
5569,24271,377,2026-07-02 23:51:36,2846.79,247.0,3G
5570,15229,482,2023-01-20 02:37:17,3717.91,176.6,3G
5571,19177,173,2025-10-27 18:58:21,3767.93,77.6,4G
5572,10820,490,2025-05-29 10:26:32,3283.0,74.0,3G
5573,9604,254,2023-07-27 04:20:48,4269.43,183.0,4G
5574,45831,194,2025-07-26 05:37:43,3778.39,56.5,3G
5575,29255,204,2025-11-11 03:15:06,406.24,77.1,3G
5576,36105,342,2024-12-21 11:08:10,4326.51,282.8,3G
5577,33068,271,2025-09-16 00:45:52,2046.29,139.7,5G
5578,44803,331,2023-08-23 08:06:36,3386.26,218.4,5G
5579,43813,366,2024-01-05 00:27:46,492.82,294.1,4G
5580,40701,115,2024-09-03 00:16:36,2279.9,135.9,3G
5581,1975,127,2025-02-11 01:58:27,872.44,163.9,3G
5582,5772,270,2023-11-23 04:00:46,3385.6,14.1,4G
5583,14087,226,2026-02-06 11:22:02,3829.93,5.2,4G
5584,19109,157,2023-04-14 12:20:30,1916.11,84.2,5G
5585,35790,116,2024-03-29 19:40:01,173.49,248.8,5G
5586,39574,97,2023-09-07 21:32:47,4385.02,277.9,5G
5587,19522,11,2023-10-16 23:32:10,2998.79,66.6,5G
5588,40866,436,2026-05-09 14:57:13,3214.77,284.4,5G
5589,44967,187,2026-07-21 06:14:04,3565.93,275.8,5G
5590,15832,437,2025-07-19 19:11:31,4638.16,277.8,3G
5591,40796,157,2023-11-29 03:18:32,603.9,191.4,4G
5592,37718,219,2024-03-04 17:34:49,935.32,199.2,5G
5593,13445,80,2023-03-03 04:25:48,2674.19,226.1,4G
5594,49685,329,2025-09-02 00:29:12,284.72,185.5,5G
5595,17420,12,2023-06-01 16:56:12,2986.5,201.5,3G
5596,10838,492,2023-01-04 13:48:39,4367.72,156.5,4G
5597,29909,257,2023-11-08 00:06:00,40.33,243.5,5G
5598,34977,323,2025-02-01 20:30:05,3415.29,20.7,4G
5599,23941,286,2024-09-01 13:11:22,2872.7,32.1,3G
5600,15018,450,2026-03-23 19:50:36,1774.98,255.8,3G
5601,42239,127,2025-10-12 17:15:21,3997.06,135.4,3G
5602,15003,165,2024-10-08 13:04:36,433.93,173.6,3G
5603,6281,436,2023-04-02 20:49:46,3055.55,204.6,4G
5604,9213,70,2024-08-05 11:04:02,2996.28,101.5,5G
5605,36124,348,2026-06-28 06:22:57,1582.39,209.7,5G
5606,37662,301,2025-03-16 14:40:29,2194.18,12.4,3G
5607,6464,492,2023-12-30 23:54:49,3095.79,211.4,4G
5608,37952,231,2023-01-09 05:24:14,516.04,212.7,4G
5609,30118,392,2023-04-12 20:26:05,641.94,211.6,5G
5610,14791,242,2025-01-02 23:06:28,2267.16,163.4,5G
5611,32341,427,2023-04-02 21:38:49,3592.77,97.3,5G
5612,8828,432,2025-03-23 17:30:14,820.89,75.7,4G
5613,26153,263,2025-05-23 12:57:21,1745.83,196.5,5G
5614,44209,42,2024-06-13 22:32:34,909.7,3.0,3G
5615,35204,202,2025-07-15 06:46:51,1693.4,190.0,4G
5616,13893,397,2025-05-22 18:49:09,3730.18,190.5,4G
5617,7241,208,2026-06-01 06:39:39,3404.86,94.4,4G
5618,40441,164,2026-06-26 05:57:55,926.44,272.3,5G
5619,1912,179,2025-02-02 04:31:51,382.9,101.6,5G
5620,8980,244,2025-04-04 10:24:34,4062.62,61.1,5G
5621,37758,84,2024-09-08 11:26:05,3418.76,36.9,4G
5622,14374,187,2026-04-06 12:05:59,3933.6,188.7,4G
5623,794,302,2024-02-11 08:07:42,1529.01,83.3,5G
5624,3620,304,2023-04-29 13:56:55,3961.42,35.2,3G
5625,34792,161,2026-06-13 14:40:01,1373.31,8.8,4G
5626,6170,119,2025-09-26 18:44:47,4938.83,49.8,4G
5627,23754,317,2024-10-01 12:14:43,1238.62,141.3,4G
5628,20644,384,2025-10-29 21:54:00,2066.78,37.7,3G
5629,15361,244,2025-01-02 18:56:43,1119.29,33.9,4G
5630,42590,438,2025-06-14 16:25:19,1482.71,187.2,3G
5631,39782,150,2025-09-12 10:24:04,4705.04,212.5,3G
5632,8251,446,2023-11-04 17:00:20,2488.83,138.1,3G
5633,47376,11,2025-09-08 19:54:01,2426.26,128.1,5G
5634,12495,380,2025-03-13 03:38:14,1823.05,113.3,4G
5635,15431,478,2025-01-21 18:41:55,3227.21,263.2,4G
5636,46582,306,2026-05-02 01:07:11,4742.78,271.1,4G
5637,2237,389,2024-11-30 06:58:02,4153.96,243.0,3G
5638,44964,467,2026-07-14 18:56:54,4472.13,17.1,3G
5639,26649,116,2026-01-24 16:09:00,1651.49,247.3,4G
5640,28262,139,2025-11-19 06:31:20,813.73,269.0,5G
5641,26391,81,2023-03-13 13:01:04,4482.96,266.4,5G
5642,43471,321,2023-01-13 09:50:24,3405.88,205.2,4G
5643,31116,103,2026-01-25 21:23:09,1952.67,124.0,4G
5644,14791,479,2026-04-01 01:05:11,3899.04,217.4,5G
5645,41929,474,2023-07-12 19:59:52,2426.46,182.0,3G
5646,5859,313,2026-07-25 16:22:17,4988.21,221.0,3G
5647,17602,166,2023-10-11 23:41:24,3060.58,261.7,4G
5648,15498,268,2024-07-20 01:52:48,3735.29,263.2,5G
5649,41152,228,2024-01-08 11:04:21,1103.61,133.4,5G
5650,32329,216,2025-09-16 14:41:07,3401.79,205.6,4G
5651,7153,280,2025-01-06 10:40:57,1821.97,113.1,5G
5652,35203,354,2024-01-26 07:47:10,1104.52,238.9,4G
5653,47158,349,2026-03-07 04:59:32,3655.66,239.0,3G
5654,42248,467,2026-04-11 08:13:23,2311.11,114.9,3G
5655,21405,47,2026-07-05 07:48:06,2518.71,267.4,3G
5656,36063,442,2023-05-11 07:19:38,4399.95,159.6,5G
5657,19035,46,2026-04-21 13:23:13,4639.13,110.2,3G
5658,23410,374,2024-05-05 20:16:42,327.12,260.8,3G
5659,9345,394,2024-11-17 01:35:57,1474.17,40.4,3G
5660,22194,444,2025-04-15 14:09:27,4096.49,181.8,4G
5661,45234,383,2026-01-30 12:26:28,4855.63,221.4,5G
5662,11634,445,2024-03-15 01:24:52,4526.36,24.0,4G
5663,5940,403,2024-08-23 08:28:28,2765.96,83.1,3G
5664,22306,261,2025-02-01 08:53:26,1891.65,282.4,5G
5665,24647,454,2023-03-31 15:12:26,2303.02,92.2,3G
5666,5345,178,2024-05-25 23:04:06,400.65,209.2,3G
5667,11544,165,2024-12-28 04:57:26,113.62,2.8,5G
5668,40742,234,2024-03-07 03:19:08,842.69,181.9,5G
5669,19042,279,2024-12-25 20:41:51,4694.18,241.5,5G
5670,39517,274,2023-11-21 03:48:34,4981.05,23.6,4G
5671,8128,331,2023-12-13 16:11:33,4966.28,133.1,4G
5672,21153,438,2023-12-10 01:57:16,2230.87,19.4,3G
5673,44708,409,2026-01-29 23:35:18,1160.09,3.7,4G
5674,1475,495,2026-04-04 00:37:11,3831.29,208.6,3G
5675,39577,47,2026-06-23 19:07:04,1095.95,96.8,4G
5676,1642,365,2023-03-23 06:07:20,1919.81,11.4,5G
5677,25081,103,2023-08-05 15:08:43,4118.97,296.4,4G
5678,16899,350,2026-01-05 23:40:21,93.23,204.2,3G
5679,38177,234,2024-08-16 19:39:18,4185.13,197.0,3G
5680,6887,57,2023-10-16 00:34:20,2106.68,92.3,5G
5681,43912,173,2024-02-19 19:34:20,3415.55,161.7,5G
5682,45858,13,2023-04-07 00:23:11,3720.28,97.7,5G
5683,24578,455,2026-04-14 01:53:17,3154.56,215.6,5G
5684,43499,45,2023-07-04 17:03:57,3854.52,56.7,4G
5685,22826,198,2025-03-11 09:47:39,1874.79,273.4,4G
5686,15769,193,2026-06-01 11:58:48,3740.36,109.1,4G
5687,11631,181,2025-11-06 11:28:49,4137.86,216.0,5G
5688,6481,27,2024-12-06 05:29:28,977.65,2.3,5G
5689,29299,318,2024-06-11 16:10:46,66.95,162.7,3G
5690,18769,83,2023-08-30 08:56:05,4745.45,274.6,3G
5691,14524,429,2024-10-05 05:00:08,777.87,186.5,5G
5692,44701,287,2023-12-21 07:08:50,2566.6,128.9,4G
5693,3566,156,2024-01-16 02:55:25,3712.14,46.9,4G
5694,6806,415,2026-06-29 23:59:56,4659.22,228.1,3G
5695,24259,369,2024-03-10 00:35:18,2789.94,21.6,5G
5696,31114,469,2023-02-01 13:45:36,3396.96,47.2,5G
5697,42230,269,2025-07-24 22:07:34,87.94,138.9,4G
5698,39037,380,2025-09-14 12:15:20,1477.15,232.0,4G
5699,26092,204,2025-02-18 21:51:55,2578.43,64.5,3G
5700,35629,105,2023-06-17 21:05:05,944.09,102.4,5G
5701,13167,148,2024-02-08 14:42:16,92.73,177.9,3G
5702,41432,162,2024-05-26 14:08:08,3677.82,77.4,5G
5703,36638,491,2024-12-16 15:20:38,261.55,49.9,5G
5704,49870,26,2023-03-27 02:28:46,4761.08,249.0,4G
5705,12013,31,2024-06-11 06:27:03,2996.33,20.8,4G
5706,329,220,2025-05-17 06:17:41,2901.35,14.4,3G
5707,27706,217,2024-09-19 21:07:04,1012.13,116.2,4G
5708,29428,191,2025-02-22 10:57:17,3758.77,246.0,5G
5709,8766,432,2026-01-22 23:40:08,1894.51,63.5,5G
5710,2601,66,2024-11-06 04:44:46,493.93,117.1,4G
5711,17926,444,2023-05-07 10:49:46,593.35,20.8,3G
5712,24654,224,2026-06-08 11:16:26,1885.04,102.1,4G
5713,20843,243,2024-09-06 09:20:43,279.83,164.7,3G
5714,32636,17,2023-06-05 23:53:56,978.9,144.7,4G
5715,43428,55,2024-10-24 00:32:44,4327.28,140.4,3G
5716,28377,292,2023-01-31 23:45:51,31.53,173.5,4G
5717,19093,193,2024-03-01 10:35:30,3749.39,161.9,5G
5718,28016,34,2023-03-31 05:10:19,1109.04,286.0,3G
5719,19930,93,2023-05-18 17:23:07,922.83,125.5,4G
5720,18682,357,2025-09-19 19:24:32,4494.96,131.5,5G
5721,12613,145,2023-11-10 10:49:08,4648.25,281.1,5G
5722,18972,297,2024-07-19 13:27:45,2218.48,184.1,3G
5723,39722,68,2025-11-01 00:08:41,4463.83,181.8,3G
5724,34919,74,2025-08-16 12:33:38,317.39,289.3,4G
5725,34962,110,2025-07-10 22:55:13,2241.73,182.6,3G
5726,21604,292,2025-11-12 15:47:46,4965.79,205.5,5G
5727,10485,492,2025-03-19 21:30:27,2960.41,203.3,5G
5728,47641,153,2024-01-10 03:27:08,1167.57,272.5,4G
5729,22070,289,2025-07-14 23:00:33,1607.1,98.4,3G
5730,19788,339,2025-10-31 13:18:39,2054.95,141.4,5G
5731,40968,373,2024-04-04 11:09:53,2658.45,141.1,3G
5732,3399,85,2026-04-18 21:58:15,1622.83,194.1,4G
5733,14627,100,2024-02-12 02:15:07,3828.04,16.4,5G
5734,15899,90,2023-11-30 05:04:01,4705.9,1.7,5G
5735,38867,387,2025-12-06 08:41:31,4715.77,214.4,5G
5736,30104,40,2024-03-14 19:13:57,3154.87,247.4,5G
5737,38822,293,2025-09-26 11:57:40,1715.04,255.8,3G
5738,47329,433,2026-06-09 09:06:04,3821.51,226.3,4G
5739,13919,446,2024-09-23 21:05:06,2848.64,153.4,4G
5740,32370,346,2025-06-04 03:37:04,64.99,286.8,3G
5741,5415,288,2025-02-28 17:53:14,747.45,45.2,5G
5742,17451,69,2024-08-06 08:35:32,2842.34,198.7,5G
5743,49275,335,2023-03-21 21:01:14,964.08,133.4,5G
5744,41121,62,2023-05-29 01:36:46,293.8,130.7,3G
5745,48107,24,2026-02-20 11:50:11,2579.07,232.1,5G
5746,14410,391,2024-07-12 03:27:58,2570.63,35.8,3G
5747,25920,175,2023-02-21 13:37:34,4954.95,169.1,4G
5748,25743,420,2024-02-09 04:36:10,2899.49,166.5,4G
5749,34925,43,2024-10-02 11:22:35,2663.0,190.3,3G
5750,16735,282,2023-08-17 14:25:53,358.97,57.5,4G
5751,27167,447,2024-03-23 12:09:31,542.15,202.5,5G
5752,12750,479,2025-11-28 07:25:42,4798.49,24.9,3G
5753,29891,344,2025-09-30 23:22:12,4743.39,39.8,3G
5754,46349,476,2025-05-09 09:10:49,925.47,106.0,4G
5755,12612,94,2026-02-01 13:34:44,1965.52,253.2,4G
5756,4874,303,2023-09-12 19:56:17,4159.17,6.3,3G
5757,24424,371,2025-10-14 08:57:33,4933.63,45.0,5G
5758,15578,303,2023-11-17 22:48:30,3955.13,75.1,3G
5759,32630,238,2024-08-31 11:27:37,2665.57,59.7,5G
5760,25709,92,2024-09-17 05:34:14,4567.94,217.4,5G
5761,3015,167,2025-03-16 06:55:11,2978.74,252.9,3G
5762,47358,166,2023-08-21 02:27:26,4930.27,231.7,3G
5763,31054,334,2025-10-18 15:24:41,1819.72,60.8,5G
5764,8682,285,2026-01-12 08:17:24,350.75,283.8,3G
5765,952,39,2026-06-16 16:25:24,2030.24,187.5,5G
5766,43903,326,2026-04-24 08:02:06,3643.2,169.5,3G
5767,33372,135,2024-05-06 14:10:48,2698.62,27.5,4G
5768,1732,348,2025-03-17 17:19:44,1180.53,45.1,4G
5769,26425,89,2024-11-11 14:42:31,1651.1,85.7,3G
5770,6341,401,2023-11-05 21:52:46,181.42,154.1,4G
5771,48567,235,2023-07-04 20:17:58,2752.77,275.0,5G
5772,18415,42,2024-02-05 01:01:26,4134.87,149.1,3G
5773,7119,288,2024-06-10 02:08:26,4178.92,9.5,3G
5774,30799,169,2023-06-19 00:03:25,3476.71,273.6,3G
5775,43128,166,2023-01-19 06:48:52,182.77,124.9,4G
5776,49604,279,2024-07-01 05:19:31,268.91,164.4,3G
5777,22957,338,2025-10-18 19:02:47,4820.88,50.3,4G
5778,41053,396,2025-03-06 17:27:11,3152.04,51.8,5G
5779,1736,455,2024-02-18 11:55:11,581.46,3.5,4G
5780,42105,194,2026-07-01 11:33:39,441.92,164.7,4G
5781,6096,18,2024-07-24 17:25:06,2319.99,98.4,3G
5782,41300,55,2024-12-28 16:58:45,1587.83,6.5,5G
5783,34734,219,2026-07-21 14:23:37,3441.08,219.5,5G
5784,14836,167,2025-08-29 12:13:59,4216.61,52.2,3G
5785,14531,181,2025-07-07 04:36:16,141.11,141.6,5G
5786,25222,402,2024-08-30 22:42:55,27.23,72.9,3G
5787,41268,347,2026-07-27 08:36:26,3277.58,267.1,5G
5788,8341,497,2026-02-13 15:33:57,2319.31,24.3,5G
5789,2693,125,2024-11-04 23:42:05,1150.48,219.9,5G
5790,18132,169,2023-01-06 23:49:19,3991.12,62.1,3G
5791,30252,164,2024-05-29 16:52:10,4033.56,224.0,4G
5792,22918,164,2024-04-25 19:09:31,361.27,155.8,3G
5793,42505,272,2023-09-07 20:58:58,2830.04,54.2,4G
5794,14284,185,2025-09-23 18:28:28,1400.08,215.2,3G
5795,35594,358,2026-07-12 03:57:21,4168.7,30.6,4G
5796,32209,351,2024-08-01 13:14:01,1986.74,299.8,5G
5797,4438,256,2024-05-12 02:06:26,2824.88,154.8,5G
5798,2746,95,2026-04-08 06:22:54,463.6,46.9,4G
5799,17118,106,2023-10-20 01:23:53,2731.47,226.8,3G
5800,4100,100,2026-05-25 17:17:11,3829.3,222.8,4G
5801,5481,263,2025-05-17 12:39:49,4866.84,106.7,5G
5802,5867,496,2026-06-19 15:40:23,1227.62,17.2,3G
5803,39235,173,2025-09-07 10:24:38,1909.87,165.2,3G
5804,30237,256,2024-03-30 11:30:17,4287.83,73.0,3G
5805,2308,435,2024-11-16 14:12:19,4093.15,28.3,4G
5806,48723,276,2023-04-08 21:57:21,485.4,227.1,4G
5807,17699,336,2024-08-11 16:07:19,4648.34,104.6,4G
5808,34173,330,2026-06-16 17:19:12,1653.02,228.8,5G
5809,37359,453,2023-09-03 05:32:30,3406.34,54.8,3G
